Unidad Organizativa;Reporta A;Jerarquía;Línea de Reporte;Nivel Jerárquico Calculado;Unidades que Reportan Directamente;Responsable de Gestión de Otras;Nivel Funcional Esperado;Misión;Tipo de Función;Descripción;Producto Final;Porcentaje Dedicación;Nivel de Reporte;Reporta a;Unidad Superior;Fecha de Aprobación;% Dedicación
Comunicaciones Y Eventos Empresas;Segmento Empresas;SGD;SGP Negocio > Segmento Empresas > Comunicaciones Y Eventos;3;0;No;Táctico;Coordinar y ejecutar acciones de comunicación y eventos institucionales para el Segmento Empresas, fortaleciendo el posicionamiento del banco frente al ecosistema empresarial, promoviendo vínculos con clientes de alto valor, difundiendo la propuesta de valor y consolidando la imagen institucional del banco.;Específica;Analizar resultados de campañas y eventos mediante métricas de impacto y engagement.;Reporte de Resultados de Comunicación;12.5;;;;;
Comunicaciones Y Eventos Empresas;Segmento Empresas;SGD;SGP Negocio > Segmento Empresas > Comunicaciones Y Eventos;3;0;No;Táctico;Coordinar y ejecutar acciones de comunicación y eventos institucionales para el Segmento Empresas, fortaleciendo el posicionamiento del banco frente al ecosistema empresarial, promoviendo vínculos con clientes de alto valor, difundiendo la propuesta de valor y consolidando la imagen institucional del banco.;Indicador;Número de campañas comunicacionales ejecutadas para empresas;;;;;;;
Comunicaciones Y Eventos Empresas;Segmento Empresas;SGD;SGP Negocio > Segmento Empresas > Comunicaciones Y Eventos;3;0;No;Táctico;Coordinar y ejecutar acciones de comunicación y eventos institucionales para el Segmento Empresas, fortaleciendo el posicionamiento del banco frente al ecosistema empresarial, promoviendo vínculos con clientes de alto valor, difundiendo la propuesta de valor y consolidando la imagen institucional del banco.;Indicador;Tasa de participación en eventos corporativos y sectoriales;;;;;;;
Comunicaciones Y Eventos Empresas;Segmento Empresas;SGD;SGP Negocio > Segmento Empresas > Comunicaciones Y Eventos;3;0;No;Táctico;Coordinar y ejecutar acciones de comunicación y eventos institucionales para el Segmento Empresas, fortaleciendo el posicionamiento del banco frente al ecosistema empresarial, promoviendo vínculos con clientes de alto valor, difundiendo la propuesta de valor y consolidando la imagen institucional del banco.;Indicador;Alcance de las comunicaciones empresariales por canal;;;;;;;
Comunicaciones Y Eventos Empresas;Segmento Empresas;SGD;SGP Negocio > Segmento Empresas > Comunicaciones Y Eventos;3;0;No;Táctico;Coordinar y ejecutar acciones de comunicación y eventos institucionales para el Segmento Empresas, fortaleciendo el posicionamiento del banco frente al ecosistema empresarial, promoviendo vínculos con clientes de alto valor, difundiendo la propuesta de valor y consolidando la imagen institucional del banco.;Indicador;Satisfacción del público empresarial con las comunicaciones;;;;;;;
Comunicaciones Y Eventos Empresas;Segmento Empresas;SGD;SGP Negocio > Segmento Empresas > Comunicaciones Y Eventos;3;0;No;Táctico;Coordinar y ejecutar acciones de comunicación y eventos institucionales para el Segmento Empresas, fortaleciendo el posicionamiento del banco frente al ecosistema empresarial, promoviendo vínculos con clientes de alto valor, difundiendo la propuesta de valor y consolidando la imagen institucional del banco.;Indicador;Tiempo promedio de ejecución de campañas empresariales;;;;;;;
Comunicaciones Y Eventos Empresas;Segmento Empresas;SGD;SGP Negocio > Segmento Empresas > Comunicaciones Y Eventos;3;0;No;Táctico;Coordinar y ejecutar acciones de comunicación y eventos institucionales para el Segmento Empresas, fortaleciendo el posicionamiento del banco frente al ecosistema empresarial, promoviendo vínculos con clientes de alto valor, difundiendo la propuesta de valor y consolidando la imagen institucional del banco.;Indicador;ROI de las campañas de comunicación empresarial;;;;;;;
Comunicaciones Y Eventos Empresas;Segmento Empresas;SGD;SGP Negocio > Segmento Empresas > Comunicaciones Y Eventos;3;0;No;Táctico;Coordinar y ejecutar acciones de comunicación y eventos institucionales para el Segmento Empresas, fortaleciendo el posicionamiento del banco frente al ecosistema empresarial, promoviendo vínculos con clientes de alto valor, difundiendo la propuesta de valor y consolidando la imagen institucional del banco.;Indicador;Número de materiales institucionales validados y ejecutados;;;;;;;
Comunicaciones Y Eventos Empresas;Segmento Empresas;SGD;SGP Negocio > Segmento Empresas > Comunicaciones Y Eventos;3;0;No;Táctico;Coordinar y ejecutar acciones de comunicación y eventos institucionales para el Segmento Empresas, fortaleciendo el posicionamiento del banco frente al ecosistema empresarial, promoviendo vínculos con clientes de alto valor, difundiendo la propuesta de valor y consolidando la imagen institucional del banco.;Indicador;Porcentaje de cumplimiento de objetivos de eventos corporativos;;;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Genérica;Coordinar el ciclo de vida de los productos activos. Analizar mercado, regulaciones y rentabilidad.;Portafolio de Productos Activos Vigente;;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Específica;Diseñar condiciones financieras y operativas para préstamos.;Condiciones de Productos Activos;15;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Específica;Monitorear la colocación, riesgo y rentabilidad de productos activos.;Informe de Gestión de Activos;15;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Específica;Coordinar acciones comerciales y comunicacionales con otras áreas.;Campañas de Difusión y Promoción;15;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Genérica;Diseñar, ajustar y actualizar productos activos (préstamos, créditos, líneas especiales), asegurando su adecuación estratégica y operativa. Coordinar su implementación con canales y marketing.;Portafolio de Productos Activos Actualizado;;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Específica;Diseñar productos de crédito y actualizar condiciones según estrategia y contexto.;Productos de Crédito Definidos;15;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Específica;Evaluar la performance y rentabilidad de los productos activos vigentes.;Reporte de Rentabilidad de Activos;15;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Específica;Coordinar acciones con canales y marketing para su difusión y gestión comercial.;Campañas de Promoción de Créditos;25;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Indicador;Penetración y uso por producto y segmento;Portafolio de Productos Activos Vigente;;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Indicador;Rentabilidad (margen bruto / neto) por producto;Portafolio de Productos Activos Vigente;;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Indicador;Tasa de activación / deserción por producto;Portafolio de Productos Activos Vigente;;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Indicador;% digitalización y autoservicio del producto;Portafolio de Productos Activos Vigente;;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Indicador;Reclamos asociados / NPS de producto;Portafolio de Productos Activos Vigente;;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Indicador;Tiempos de onboarding y operación;Portafolio de Productos Activos Vigente;;;;;;
Activos;Productos;SGD;SGP Negocio > Productos > Activos;3;0;No;Táctico;Diseñar, gestionar y optimizar los productos activos del banco, incluyendo créditos y préstamos, asegurando su alineación con las necesidades de los segmentos, la rentabilidad institucional y la estrategia comercial, mediante el análisis del mercado, el diseño financiero y la coordinación de su colocación y promoción.;Indicador;Aportes al ROE o ROA institucional;Portafolio de Productos Activos Vigente;;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Genérica;Coordinar evolución de Home Banking, App y otros canales digitales. Alinear con segmentos y productos.;Roadmap de Canales Digitales;;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Específica;Definir requerimientos y funcionalidades prioritarias para canales digitales.;Matriz de Requerimientos Priorizados;15;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Específica;Monitorear performance técnica y uso de los canales digitales.;Dashboard de Performance Digital;15;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Específica;Coordinar con tecnología la evolución técnica de los canales.;Releases Aprobadas;15;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Genérica;Diseñar y mantener la estrategia de canales digitales. Supervisar la operación de plataformas online. Detectar oportunidades de mejora e innovación en la experiencia digital.;Estrategia de Banca Digital y Tablero de Evolución;;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Específica;Diseñar e implementar mejoras continuas en la plataforma de banca digital.;Actualizaciones y Releases de Plataformas;15;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Específica;Supervisar la operación diaria de canales digitales y resolver incidencias.;Reporte de Operación Digital;15;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Específica;Identificar oportunidades de innovación y mejoras en la experiencia digital.;Informe de Oportunidades de Mejora;25;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Indicador;Usuarios activos mensuales por canal (personas / empresas);Roadmap de Canales Digitales;;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Indicador;% operaciones digitales vs. presenciales (digitalización);Roadmap de Canales Digitales;;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Indicador;Tasa de éxito de operaciones por journey;Roadmap de Canales Digitales;;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Indicador;Tasa de abandono y errores funcionales / técnicos;Roadmap de Canales Digitales;;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Indicador;Tiempo promedio de resolución de incidentes digitales;Roadmap de Canales Digitales;;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Indicador;NPS digital / índice de satisfacción por canal;Roadmap de Canales Digitales;;;;;;
Banca Digital;Canales;GD;SGP Negocio > Canales > Banca Digital;3;0;No;Táctico;Gestionar y evolucionar los canales digitales del banco, garantizando su disponibilidad, usabilidad y alineación con las expectativas de los usuarios y la estrategia digital del banco.;Indicador;Nº de funcionalidades lanzadas o mejoradas por trimestre;Roadmap de Canales Digitales;;;;;;
Coordinación Del Negocio;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Coordinación del Negocio;3;0;No;Táctico;Coordinar la planificación y gestión operativa del negocio a partir del monitoreo de planes, indicadores y actividades comerciales de las unidades bajo la SG de Negocios.;Genérica;Consolidar indicadores de gestión. Coordinar planes tácticos del negocio. Articular ejecución con áreas soporte.;Tablero de Control del Negocio;;;;;;
Coordinación Del Negocio;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Coordinación del Negocio;3;0;No;Táctico;Coordinar la planificación y gestión operativa del negocio a partir del monitoreo de planes, indicadores y actividades comerciales de las unidades bajo la SG de Negocios.;Específica;Monitorear el cumplimiento del plan comercial y coordinar ajustes tácticos.;Informe de Seguimiento Comercial;60;;;;;
Coordinación Del Negocio;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Coordinación del Negocio;3;0;No;Táctico;Coordinar la planificación y gestión operativa del negocio a partir del monitoreo de planes, indicadores y actividades comerciales de las unidades bajo la SG de Negocios.;Específica;Articular acciones de mejora con áreas soporte según desvíos detectados.;Planes de Acción Correctiva;40;;;;;
Data Personas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Personas;3;0;No;Táctico;Asegurar la calidad, disponibilidad y consistencia de los datos del segmento Personas, facilitando su aprovechamiento para la toma de decisiones comerciales, operativas y estratégicas.;Genérica;Coordinar y gestionar procesos críticos del área, alineando esfuerzos con los objetivos estratégicos del Banco.;Base de Datos Segmento Personas Consolidada y Validada;;;;;;
Data Personas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Personas;3;0;No;Táctico;Asegurar la calidad, disponibilidad y consistencia de los datos del segmento Personas, facilitando su aprovechamiento para la toma de decisiones comerciales, operativas y estratégicas.;Específica;Supervisar e implementar mecanismos de control y seguimiento que aseguren el cumplimiento de políticas internas.;Modelo de Datos de Personas;50;;;;;
Data Personas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Personas;3;0;No;Táctico;Asegurar la calidad, disponibilidad y consistencia de los datos del segmento Personas, facilitando su aprovechamiento para la toma de decisiones comerciales, operativas y estratégicas.;Específica;Proveer datos validados y actualizados para uso comercial y analítico.;Dataset Curado de Personas;50;;;;;
Data Empresas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Empresas;3;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Genérica;Coordinar y gestionar procesos críticos del área, alineando esfuerzos con los objetivos estratégicos del Banco.;Modelo de Datos Empresariales Estandarizado;;;;;;
Data Empresas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Empresas;3;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Específica;Diseñar e implementar procesos de carga y mantenimiento de datos.;Tablas Actualizadas de Empresas;50;;;;;
Data Empresas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Empresas;3;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Específica;Coordinar validaciones cruzadas y disponibilización de vistas para usuarios internos.;Dashboard de Datos de Empresas;50;;;;;
Data Canales;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Canales;3;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Genérica;Estandarizar fuentes, integrar métricas y generar vistas operativas y estratégicas.;Modelo Unificado de Datos de Canales;;;;;;
Data Canales;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Canales;3;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Específica;Integrar datos de atención presencial, digital y remota.;Matriz Consolidada de Canales;50;;;;;
Data Canales;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Canales;3;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Específica;Construir dashboards de performance para cada canal.;Reportes de Seguimiento de Canales;50;;;;;
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;3;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Genérica;Administrar la calidad, modelo y disponibilidad de datos vinculados a productos, medios de pago y otros ámbitos de negocio.;Tablas Maestras y Modelos de Datos Integrados;;;;;;
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;3;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Específica;Estandarizar modelos y construir procesos ETL para reportes de gestión.;Estructuras de Datos Automatizadas;60;;;;;
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;3;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Específica;Proveer dashboards y datasets para monitoreo operativo y estratégico.;Dashboards para Seguimiento del Negocio;40;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Genérica;Definir lineamientos y protocolos de atención en todos los canales. Evaluar experiencia y proponer mejoras.;Modelo Integral de Atención al Cliente;;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Específica;Desarrollar protocolos de atención omnicanal basados en necesidades del cliente.;Protocolos de Atención Documentados;20;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Específica;Evaluar satisfacción del cliente e identificar oportunidades de mejora.;Informe de Resultados y Recomendaciones;20;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Táctico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Genérica;Establecer lineamientos del modelo de atención multicanal. Identificar fricciones en la experiencia de los clientes. Diseñar iniciativas de mejora y transformación. Coordinar con canales físicos y digitales.;Modelo de Atención Multicanal y Reportes de Experiencia;;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Táctico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Específica;Diseñar e implementar el modelo de atención alineado con los distintos canales.;Modelo de Atención Documentado;20;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Táctico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Específica;Identificar fricciones en la experiencia de atención y proponer soluciones.;Mapa de Fricciones y Planes de Mejora;20;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Táctico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Específica;Monitorear indicadores de experiencia del cliente y proponer mejoras.;Reporte de Indicadores de Experiencia;20;;;;;
Gestión Comercial;Canales;GD;SGP Negocio > Canales > Gestión Comercial;3;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Genérica;Supervisar la implementación de iniciativas comerciales en red de atención. Consolidar resultados.;Tablero de Ejecución Comercial;;;;;;
Gestión Comercial;Canales;GD;SGP Negocio > Canales > Gestión Comercial;3;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Específica;Alinear equipos comerciales con campañas activas, segmentación y foco estratégico.;Informe de Implementación;20;;;;;
Gestión Comercial;Canales;GD;SGP Negocio > Canales > Gestión Comercial;3;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Específica;Proponer ajustes según feedback de red y resultados de las campañas.;Recomendaciones de Ajuste Comercial;20;;;;;
Gestión Comercial;Canales;GD;SGP Negocio > Canales > Gestión Comercial;3;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Genérica;Consolidar información de gestión comercial. Coordinar la ejecución de acciones con los canales físicos y digitales. Monitorear resultados y proponer ajustes para el cumplimiento de metas.;Reporte de Gestión Comercial de Canales;;;;;;
Gestión Comercial;Canales;GD;SGP Negocio > Canales > Gestión Comercial;3;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Específica;Consolidar y analizar indicadores de gestión comercial en todos los canales.;Dashboard de Resultados Comerciales;20;;;;;
Gestión Comercial;Canales;GD;SGP Negocio > Canales > Gestión Comercial;3;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Específica;Coordinar la ejecución de acciones comerciales y campañas en canales físicos y digitales.;Ejecución de Campañas Comerciales;20;;;;;
Gestión Comercial;Canales;GD;SGP Negocio > Canales > Gestión Comercial;3;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Específica;Proponer ajustes a la gestión y diseño de acciones comerciales en base al análisis de resultados.;Propuesta de Mejora Comercial;20;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Genérica;Supervisar operación de sucursales, definir lineamientos operativos y articular con soporte.;Instructivos Operativos y Reportes de Gestión;;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Supervisar e implementar mecanismos de control y seguimiento que aseguren el cumplimiento de políticas internas.;Checklist de Sucursales y Reportes de Incidencias;20;;;;;
